"student";"snapshot";"file";"line";"error"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_15_19.589Z";"hw4.java";"101";" class, interface, or enum expected
public static int sumOfDigits(int x) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_15_19.589Z";"hw4.java";"105";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_15_19.589Z";"hw4.java";"108";" class, interface, or enum expected
}
^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_15_19.589Z";"hw4.java";"113";" class, interface, or enum expected
public static void main(String[] args) {
              ^
15 errors
"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"19";" class, interface, or enum expected
public static int gcd(int a, int b) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"24";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"29";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"34";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"39";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"50";" class, interface, or enum expected
public static int sumBetween(int a, int b) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"54";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"59";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"68";" class, interface, or enum expected
public static int sumTo(int x) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"72";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"76";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"101";" class, interface, or enum expected
public static int sumOfDigits(int x) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"105";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"108";" class, interface, or enum expected
}
^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T02_52_08.307Z";"hw4.java";"113";" class, interface, or enum expected
public static void main(String[] args) {
              ^
15 errors
"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"19";" class, interface, or enum expected
public static int gcd(int a, int b) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"24";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"29";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"34";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"39";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"50";" class, interface, or enum expected
public static int sumBetween(int a, int b) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"54";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"59";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"68";" class, interface, or enum expected
public static int sumTo(int x) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"72";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"76";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"85";" class, interface, or enum expected
public static int sumOfDigits(int x) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"89";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"92";" class, interface, or enum expected
}
^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"100";" class, interface, or enum expected
public static int log(int base, int n ) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"104";" class, interface, or enum expected
    } 
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"107";" class, interface, or enum expected
    } ///ASK TA about this this def doesnt match up with instructions this is just from lecture notes 
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"117";" class, interface, or enum expected
public static int countWaysToClimb(int stairs) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"120";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"123";" class, interface, or enum expected
    }        
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"133";" class, interface, or enum expected
public static int countSubstrings(String sequence, String word) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"137";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T03_37_37.759Z";"hw4.java";"144";" class, interface, or enum expected
public static void main(String[] args) {
              ^
23 errors
"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"19";" class, interface, or enum expected
public static int gcd(int a, int b) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"24";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"29";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"34";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"39";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"50";" class, interface, or enum expected
public static int sumBetween(int a, int b) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"54";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"59";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"68";" class, interface, or enum expected
public static int sumTo(int x) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"72";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"76";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"85";" class, interface, or enum expected
public static int sumOfDigits(int x) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"89";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"92";" class, interface, or enum expected
}
^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"100";" class, interface, or enum expected
public static int log(int base, int n ) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"104";" class, interface, or enum expected
    } 
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"107";" class, interface, or enum expected
    } ///ASK TA about this this def doesnt match up with instructions this is just from lecture notes 
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"117";" class, interface, or enum expected
public static int countWaysToClimb(int stairs) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"120";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"123";" class, interface, or enum expected
    }        
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"133";" class, interface, or enum expected
public static int countSubstrings(String sequence, String word) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"137";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"140";" class, interface, or enum expected
    else {
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"144";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T07_06_02.500Z";"hw4.java";"150";" class, interface, or enum expected
public static void main(String[] args) {
              ^
25 errors
"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"19";" class, interface, or enum expected
public static int gcd(int a, int b) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"24";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"29";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"34";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"39";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"50";" class, interface, or enum expected
public static int sumBetween(int a, int b) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"54";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"59";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"68";" class, interface, or enum expected
public static int sumTo(int x) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"72";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"76";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"85";" class, interface, or enum expected
public static int sumOfDigits(int x) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"89";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"92";" class, interface, or enum expected
}
^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"100";" class, interface, or enum expected
public static int log(int base, int n ) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"104";" class, interface, or enum expected
    } 
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"107";" class, interface, or enum expected
    } ///ASK TA about this this def doesnt match up with instructions this is just from lecture notes 
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"117";" class, interface, or enum expected
public static int countWaysToClimb(int stairs) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"120";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"123";" class, interface, or enum expected
    }        
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"133";" class, interface, or enum expected
public static int countSubstrings(String sequence, String word) {
              ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"137";" class, interface, or enum expected
    }
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"140";" class, interface, or enum expected
    else {
    ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"142";" class, interface, or enum expected
        if (shortenedWord == )
        ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_18_09.098Z";"hw4.java";"150";" class, interface, or enum expected
public static void main(String[] args) {
              ^
25 errors
"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_40_14.117Z";"hw4.java";"144";" illegal start of expression
            if (shortenedWord == )
                                 ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_40_14.117Z";"hw4.java";"146";" illegal start of statement
        }
        ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T15_40_14.117Z";"hw4.java";"142";" 'else' without 'if'
        else {
        ^
3 errors
"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T19_18_17.531Z";"hw4.java";"148";" <identifier> expected
            if (word.substring(0, sequence.length()).!equals(sequence)) {
                                                     ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T19_18_17.531Z";"hw4.java";"148";" ';' expected
            if (word.substring(0, sequence.length()).!equals(sequence)) {
                                                                      ^
2 errors
"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T19_28_42.392Z";"hw4.java";"148";" <identifier> expected
            if (word.substring(0, sequence.length()).!equals(sequence)) {
                                                     ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T19_28_42.392Z";"hw4.java";"148";" ';' expected
            if (word.substring(0, sequence.length()).!equals(sequence)) {
                                                                      ^
2 errors
"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T19_41_17.227Z";"hw4.java";"150";" <identifier> expected
            if (word.substring(0, sequence.length()).!equals(sequence)) {
                                                     ^
/"
"0106f488719b5b6dec8020fdf6c9e2e6d2059227";"2020-10-14T19_41_17.227Z";"hw4.java";"150";" ';' expected
            if (word.substring(0, sequence.length()).!equals(sequence)) {
                                                                      ^
2 errors
"
"04810dc49618a521e56f3207dc85b34ec4e67375";"2020-10-13T00_00_44.508Z";"hw4.java";"114";" cannot find symbol
        return min(1 + howDifferentHelper(one, two, x - 1, y),
               ^
  symbol"
"04810dc49618a521e56f3207dc85b34ec4e67375";"2020-10-13T00_28_15.701Z";"hw4.java";"105";" method min in class FingerExercises cannot be applied to given types;
        return minTest(min(a, b), c);
                       ^
  required"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-11T20_33_31.454Z";"hw4.java";"22";" illegal start of statement
    }
    ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-11T20_33_31.454Z";"hw4.java";"26";" reached end of file while parsing
    }
     ^
2 errors
"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-11T21_26_19.559Z";"hw4.java";"43";" ';' expected
    public static int countWaysToClimb(int stairs)
                                                  ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-11T21_26_19.559Z";"hw4.java";"55";" ';' expected
            return sumBetween(a, b - 1)
                                       ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-11T21_26_19.559Z";"hw4.java";"73";" reached end of file while parsing
    }
     ^
3 errors
"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-11T22_22_12.591Z";"hw4.java";"68";" ';' expected
            return countWaysToClimb()
                                     ^
/"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-11T22_22_12.591Z";"hw4.java";"77";" ';' expected
            return howDifferent()
                                 ^
2 errors
"
"04ddc6d8c8a0d19b0bbecc287f15f39b8c9d0795";"2020-10-14T04_37_08.441Z";"hw4.java";"71";" method countWaysToClimb in class FingerExercises cannot be applied to given types;
            return countWaysToClimb();
                   ^
  required"
"0b2b215d3895dc070ff308ca5d5733bb0abda40f";"2020-10-13T01_33_57.076Z";"hw4.java";"8";" class, interface, or enum expected
public static int gcd(int a, int b)
              ^
1 error
"
"0b2b215d3895dc070ff308ca5d5733bb0abda40f";"2020-10-15T02_17_52.435Z";"hw4.java";"8";" class, interface, or enum expected
public static int gcd(int a, int b) {
              ^
/"
"0b2b215d3895dc070ff308ca5d5733bb0abda40f";"2020-10-15T02_17_52.435Z";"hw4.java";"12";" class, interface, or enum expected
    }
    ^
/"
"0b2b215d3895dc070ff308ca5d5733bb0abda40f";"2020-10-15T02_17_52.435Z";"hw4.java";"15";" class, interface, or enum expected
    }
    ^
/"
"0b2b215d3895dc070ff308ca5d5733bb0abda40f";"2020-10-15T02_17_52.435Z";"hw4.java";"18";" class, interface, or enum expected
    }
    ^
/"
"0b2b215d3895dc070ff308ca5d5733bb0abda40f";"2020-10-15T02_17_52.435Z";"hw4.java";"21";" class, interface, or enum expected
    }
    ^
5 errors
"
"0b2b215d3895dc070ff308ca5d5733bb0abda40f";"2020-10-15T04_43_57.637Z";"hw4.java";"52";" missing return statement
    }
    ^
1 error
"
"0c2eedb86a7888c7defd056d073fc040a338eec3";"2020-10-14T23_11_45.466Z";"hw4.java";"11";" class FingerExcercises is public, should be declared in a file named [ANONYMIZED].java
public class FingerExcercises {
       ^
/"
"0ca06f2f6d203a8c20ee3d33c95ce3a1c9550356";"2020-10-15T18_28_21.684Z";"hw4.java";"89";" illegal start of expression
            return log(base * base - , n) + 1; //recursive case
                                     ^
1 error
"
"0cec4107a713477189bb82d9d34b81190cb1201b";"2020-10-12T19_42_12.287Z";"hw4.java";"23";" missing return statement
    }
    ^
1 error
"
"0cec4107a713477189bb82d9d34b81190cb1201b";"2020-10-12T20_09_53.550Z";"hw4.java";"25";" illegal start of statement
    }
    ^
1 error
"
"0cec4107a713477189bb82d9d34b81190cb1201b";"2020-10-12T22_46_28.453Z";"hw4.java";"32";" <identifier> expected
    public static int sumBetween(int a, intb) {
                                            ^
1 error
"
"0cec4107a713477189bb82d9d34b81190cb1201b";"2020-10-16T20_43_39.417Z";"hw4.java";"86";" missing return statement
    }
    ^
1 error
"
"0de822bddc1dd72a3230320f51b10b9f7a509869";"2020-10-16T01_20_52.293Z";"hw4.java";"14";" class FingerExcercises is public, should be declared in a file named [ANONYMIZED].java
public class FingerExcercises {
       ^
/"
"0de822bddc1dd72a3230320f51b10b9f7a509869";"2020-10-16T02_22_45.168Z";"hw4.java";"75";" ';' expected
    public static int countWaysToClimb(int stairs)
                                                  ^
/"
"0de822bddc1dd72a3230320f51b10b9f7a509869";"2020-10-16T02_22_45.168Z";"hw4.java";"79";" illegal start of type
        else {
        ^
/"
"0de822bddc1dd72a3230320f51b10b9f7a509869";"2020-10-16T02_22_45.168Z";"hw4.java";"79";" ';' expected
        else {
            ^
/"
"0de822bddc1dd72a3230320f51b10b9f7a509869";"2020-10-16T02_22_45.168Z";"hw4.java";"84";" class, interface, or enum expected
    public static int log(int b, int n ) {
                  ^
/"
"0de822bddc1dd72a3230320f51b10b9f7a509869";"2020-10-16T02_22_45.168Z";"hw4.java";"87";" class, interface, or enum expected
      } 
      ^
/"
"0de822bddc1dd72a3230320f51b10b9f7a509869";"2020-10-16T02_22_45.168Z";"hw4.java";"90";" class, interface, or enum expected
      }
      ^
/"
"0de822bddc1dd72a3230320f51b10b9f7a509869";"2020-10-16T02_22_45.168Z";"hw4.java";"96";" class, interface, or enum expected
    public static void main(String[] args) {
                  ^
/"
"0de822bddc1dd72a3230320f51b10b9f7a509869";"2020-10-16T02_22_45.168Z";"hw4.java";"100";" class, interface, or enum expected
    System.out.println(gcd(10, 4));
    ^
/"
