student;snapshot;datetime;exception;class;method;line;secondary_class;secondary_method;secondary_line
139c29eaf2bf6ea4e53e4a9f895ad1199b063548;2020-10-11T18_57_25.914Z;2020-10-11 18:57:25; java.lang.ArithmeticException;hw4;gcd;26;;;
139c29eaf2bf6ea4e53e4a9f895ad1199b063548;2020-10-11T19_57_10.795Z;2020-10-11 19:57:10; java.lang.ArithmeticException;hw4;gcd;30;;;
139c29eaf2bf6ea4e53e4a9f895ad1199b063548;2020-10-11T19_57_10.795Z;2020-10-11 19:57:10; java.lang.StackOverflowError;hw4;sumOfDigits;41;hw4Test;testSumOfDigits;945
139c29eaf2bf6ea4e53e4a9f895ad1199b063548;2020-10-11T22_17_07.946Z;2020-10-11 22:17:07; java.lang.ArithmeticException;hw4;gcd;46;;;
139c29eaf2bf6ea4e53e4a9f895ad1199b063548;2020-10-11T23_52_23.820Z;2020-10-11 23:52:23; java.lang.ArithmeticException;hw4;gcd;46;;;
139c29eaf2bf6ea4e53e4a9f895ad1199b063548;2020-10-12T01_02_28.677Z;2020-10-12 01:02:28; java.lang.ArithmeticException;hw4;gcd;52;;;
139c29eaf2bf6ea4e53e4a9f895ad1199b063548;2020-10-12T02_51_45.364Z;2020-10-12 02:51:45; java.lang.ArithmeticException;hw4;gcd;53;;;
139c29eaf2bf6ea4e53e4a9f895ad1199b063548;2020-10-13T15_43_39.008Z;2020-10-13 15:43:39; java.lang.ArithmeticException;hw4;gcd;53;;;
139c29eaf2bf6ea4e53e4a9f895ad1199b063548;2020-10-13T16_09_22.612Z;2020-10-13 16:09:22; java.lang.ArithmeticException;hw4;gcd;53;;;
15a781a47074cd944066e0eae974606082fc9788;2020-10-10T15_35_15.446Z;2020-10-10 15:35:15;java.lang.NullPointerException;hw4Test;testSumTo;524;hw4Test;testSumTo;562
15a781a47074cd944066e0eae974606082fc9788;2020-10-10T15_35_15.446Z;2020-10-10 15:35:15;java.lang.NullPointerException;hw4Test;testSumToOne;477;hw4Test;testSumToOne;515
15b943b08735673bf26c83a3211e0dcdbe4014e0;2020-10-13T20_50_54.945Z;2020-10-13 20:50:54; java.lang.StackOverflowError;hw4;countWaysToClimb;49;hw4Test;test01;1092
15c790d885b3c3fbf73e766b09fe14cb31b34d63;2020-10-14T23_59_46.981Z;2020-10-14 23:59:46;java.lang.NullPointerException;hw4Test;testSumTo;524;hw4Test;testSumTo;562
15c790d885b3c3fbf73e766b09fe14cb31b34d63;2020-10-14T23_59_46.981Z;2020-10-14 23:59:46;java.lang.NullPointerException;hw4Test;testSumToOne;477;hw4Test;testSumToOne;515
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-11T01_00_04.457Z;2020-10-11 01:00:04; java.lang.ArithmeticException;hw4;gcd;13;;;
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-11T01_38_54.154Z;2020-10-11 01:38:54; java.lang.ArithmeticException;hw4;gcd;13;;;
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-11T07_00_08.981Z;2020-10-11 07:00:08; java.lang.ArithmeticException;hw4;gcd;13;;;
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-11T07_43_05.382Z;2020-10-11 07:43:05; java.lang.ArithmeticException;hw4;gcd;13;;;
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-11T15_01_30.778Z;2020-10-11 15:01:30; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogInexact;1469
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-11T15_01_30.778Z;2020-10-11 15:01:30; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogExact;1422
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-11T15_01_30.778Z;2020-10-11 15:01:30; java.lang.ArithmeticException;hw4;gcd;17;;;
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-11T15_01_30.778Z;2020-10-11 15:01:30; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogInexactLarger;1516
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-11T15_01_30.778Z;2020-10-11 15:01:30; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLog;1328
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-11T23_05_30.513Z;2020-10-11 23:05:30; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogInexact;1469
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-11T23_05_30.513Z;2020-10-11 23:05:30; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogExact;1422
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-11T23_05_30.513Z;2020-10-11 23:05:30; java.lang.ArithmeticException;hw4;gcd;17;;;
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-11T23_05_30.513Z;2020-10-11 23:05:30; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogInexactLarger;1516
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-11T23_05_30.513Z;2020-10-11 23:05:30; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLog;1328
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T00_32_50.990Z;2020-10-12 00:32:50; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogInexact;1469
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T00_32_50.990Z;2020-10-12 00:32:50; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogExact;1422
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T00_32_50.990Z;2020-10-12 00:32:50; java.lang.ArithmeticException;hw4;gcd;17;;;
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T00_32_50.990Z;2020-10-12 00:32:50; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogInexactLarger;1516
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T00_32_50.990Z;2020-10-12 00:32:50; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLog;1328
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T00_48_27.967Z;2020-10-12 00:48:27; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogInexact;1469
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T00_48_27.967Z;2020-10-12 00:48:27; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogExact;1422
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T00_48_27.967Z;2020-10-12 00:48:27; java.lang.ArithmeticException;hw4;gcd;17;;;
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T00_48_27.967Z;2020-10-12 00:48:27; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogInexactLarger;1516
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T00_48_27.967Z;2020-10-12 00:48:27; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLog;1328
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T13_40_28.115Z;2020-10-12 13:40:28; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogInexact;1469
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T13_40_28.115Z;2020-10-12 13:40:28; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogExact;1422
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T13_40_28.115Z;2020-10-12 13:40:28; java.lang.ArithmeticException;hw4;gcd;17;;;
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T13_40_28.115Z;2020-10-12 13:40:28; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLogInexactLarger;1516
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T13_40_28.115Z;2020-10-12 13:40:28; java.lang.StackOverflowError;hw4;log;84;hw4Test;testLog;1328
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T17_50_58.936Z;2020-10-12 17:50:58; java.lang.ArithmeticException;hw4;gcd;17;;;
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T18_01_40.801Z;2020-10-12 18:01:40; java.lang.ArithmeticException;hw4;gcd;17;;;
1655907b46332e9bf59fd3792dffea88f661da4d;2020-10-12T19_18_34.750Z;2020-10-12 19:18:34; java.lang.ArithmeticException;hw4;gcd;17;;;
1933eef337e0dad01d6f7dadc966c42abda9d7a5;2020-10-11T18_22_04.622Z;2020-10-11 18:22:04; java.lang.ArithmeticException;hw4;gcd;24;;;
1933eef337e0dad01d6f7dadc966c42abda9d7a5;2020-10-12T23_55_10.451Z;2020-10-12 23:55:10; java.lang.StringIndexOutOfBoundsException;hw4;howDifferent;96;hw4Test;testMoreSteps;1800
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-10T19_22_03.604Z;2020-10-10 19:22:03; java.lang.StackOverflowError;hw4;gcd;43;hw4Test;testGcdAZero;137
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-10T19_22_03.604Z;2020-10-10 19:22:03; java.lang.StackOverflowError;hw4;gcd;43;hw4Test;testGcdLarger;325
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-10T19_22_03.604Z;2020-10-10 19:22:03; java.lang.StackOverflowError;hw4;gcd;43;hw4Test;testGcd;231
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-10T20_41_06.532Z;2020-10-10 20:41:06; java.lang.StackOverflowError;hw4;countSubstrings;119;hw4Test;testSubstringDouble;1611
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-10T20_41_06.532Z;2020-10-10 20:41:06; java.lang.StackOverflowError;hw4;countSubstrings;119;hw4Test;testSubstringMiddle;1752
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-10T20_41_06.532Z;2020-10-10 20:41:06; java.lang.StackOverflowError;hw4;countSubstrings;119;hw4Test;testSubstringSingle;1564
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-10T20_41_06.532Z;2020-10-10 20:41:06; java.lang.StackOverflowError;hw4;gcd;47;hw4Test;testGcdAZero;137
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-10T20_41_06.532Z;2020-10-10 20:41:06; java.lang.StackOverflowError;hw4;gcd;47;hw4Test;testGcdLarger;325
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-10T20_41_06.532Z;2020-10-10 20:41:06; java.lang.StackOverflowError;hw4;gcd;47;hw4Test;testGcd;231
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-10T22_32_24.006Z;2020-10-10 22:32:24; java.lang.StackOverflowError;hw4;gcd;47;hw4Test;testGcdAZero;137
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-10T22_32_24.006Z;2020-10-10 22:32:24; java.lang.StackOverflowError;hw4;gcd;47;hw4Test;testGcdLarger;325
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-10T22_32_24.006Z;2020-10-10 22:32:24; java.lang.StackOverflowError;hw4;gcd;47;hw4Test;testGcd;231
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-13T17_34_25.404Z;2020-10-13 17:34:25; java.lang.StackOverflowError;hw4;gcd;52;hw4Test;testGcdAZero;137
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-13T17_34_25.404Z;2020-10-13 17:34:25; java.lang.StackOverflowError;hw4;gcd;52;hw4Test;testGcdLarger;325
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-13T17_34_25.404Z;2020-10-13 17:34:25; java.lang.StackOverflowError;hw4;gcd;52;hw4Test;testGcd;231
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-13T18_45_52.385Z;2020-10-13 18:45:52; java.lang.StackOverflowError;hw4;gcd;52;hw4Test;testGcdAZero;137
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-13T18_45_52.385Z;2020-10-13 18:45:52; java.lang.StackOverflowError;hw4;gcd;52;hw4Test;testGcdLarger;325
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-13T18_45_52.385Z;2020-10-13 18:45:52; java.lang.StackOverflowError;hw4;gcd;52;hw4Test;testGcd;231
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-13T19_07_55.728Z;2020-10-13 19:07:55; java.lang.StackOverflowError;hw4;gcd;52;hw4Test;testGcdAZero;137
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-13T19_07_55.728Z;2020-10-13 19:07:55; java.lang.StackOverflowError;hw4;gcd;52;hw4Test;testGcdLarger;325
24d8a641417c3d9b096f69b4afc2f647c5dc1265;2020-10-13T19_07_55.728Z;2020-10-13 19:07:55; java.lang.StackOverflowError;hw4;gcd;52;hw4Test;testGcd;231
260bb5e515632f23d4a975dca9caff206e84bb87;2020-10-12T04_34_26.330Z;2020-10-12 04:34:26; java.lang.StringIndexOutOfBoundsException;java;lang;1967;hw4Test;testSumOfDigitsZero;851
260bb5e515632f23d4a975dca9caff206e84bb87;2020-10-12T04_34_26.330Z;2020-10-12 04:34:26; java.lang.StringIndexOutOfBoundsException;java;lang;1967;hw4Test;testSumOfDigits;945
260bb5e515632f23d4a975dca9caff206e84bb87;2020-10-12T04_34_26.330Z;2020-10-12 04:34:26; java.lang.StringIndexOutOfBoundsException;java;lang;1967;hw4Test;testSumOfDigitsSingle;898
260bb5e515632f23d4a975dca9caff206e84bb87;2020-10-12T04_34_26.330Z;2020-10-12 04:34:26; java.lang.StringIndexOutOfBoundsException;java;lang;1967;hw4Test;testSumOfDigitsTriple;1039
260bb5e515632f23d4a975dca9caff206e84bb87;2020-10-12T04_34_26.330Z;2020-10-12 04:34:26; java.lang.StringIndexOutOfBoundsException;java;lang;1967;hw4Test;testSumOfDigitsShort;992
260bb5e515632f23d4a975dca9caff206e84bb87;2020-10-13T19_29_59.752Z;2020-10-13 19:29:59; java.lang.StackOverflowError;hw4;countWaysToClimb;94;hw4Test;test01;1092
260bb5e515632f23d4a975dca9caff206e84bb87;2020-10-13T22_40_29.120Z;2020-10-13 22:40:29; java.lang.StackOverflowError;hw4;countWaysToClimb;128;hw4Test;test01;1092
26455cd1ecb5229a5e1d69f5c4c845da30ed54c9;2020-10-13T01_09_58.775Z;2020-10-13 01:09:58; java.lang.StackOverflowError;hw4;sumBetween;20;hw4Test;testSumBetween;467
26455cd1ecb5229a5e1d69f5c4c845da30ed54c9;2020-10-13T01_09_58.775Z;2020-10-13 01:09:58; java.lang.StackOverflowError;hw4;sumBetween;20;hw4Test;testSumBetweenSame;420
26455cd1ecb5229a5e1d69f5c4c845da30ed54c9;2020-10-13T01_09_58.775Z;2020-10-13 01:09:58;java.lang.NullPointerException;hw4Test;testSumTo;524;hw4Test;testSumTo;562
26455cd1ecb5229a5e1d69f5c4c845da30ed54c9;2020-10-13T01_09_58.775Z;2020-10-13 01:09:58;java.lang.NullPointerException;hw4Test;testSumToOne;477;hw4Test;testSumToOne;515
26455cd1ecb5229a5e1d69f5c4c845da30ed54c9;2020-10-15T19_35_26.997Z;2020-10-15 19:35:26; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;58;hw4Test;testSecondLargestFirst;659
26455cd1ecb5229a5e1d69f5c4c845da30ed54c9;2020-10-15T19_35_26.997Z;2020-10-15 19:35:26; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;58;hw4Test;testSecondLargestLast;707
26455cd1ecb5229a5e1d69f5c4c845da30ed54c9;2020-10-15T19_35_26.997Z;2020-10-15 19:35:26; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;58;hw4Test;testSecondLargestSame;611
26455cd1ecb5229a5e1d69f5c4c845da30ed54c9;2020-10-15T19_35_26.997Z;2020-10-15 19:35:26; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;58;hw4Test;testSecondLargestRepeats;803
26455cd1ecb5229a5e1d69f5c4c845da30ed54c9;2020-10-15T19_35_26.997Z;2020-10-15 19:35:26; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;58;hw4Test;testSecondLargestMiddle;755
270e0b07846ed7becbdb27ff75dffe53de21d3e0;2020-10-14T00_02_22.071Z;2020-10-14 00:02:22; java.lang.ArithmeticException;hw4;gcd;7;hw4Test;testGcdBZero;184
270e0b07846ed7becbdb27ff75dffe53de21d3e0;2020-10-14T00_44_11.577Z;2020-10-14 00:44:11; java.lang.ArithmeticException;hw4;gcd;7;hw4Test;testGcdBZero;184
2c22b20e671dbf5ab6f9c84da21690f72cbed8ef;2020-10-13T06_27_37.404Z;2020-10-13 06:27:37;java.lang.NullPointerException;hw4Test;testSumTo;524;hw4Test;testSumTo;562
2c22b20e671dbf5ab6f9c84da21690f72cbed8ef;2020-10-13T06_27_37.404Z;2020-10-13 06:27:37;java.lang.NullPointerException;hw4Test;testSumToOne;477;hw4Test;testSumToOne;515
2d1e7e329d49709107b3cc3a54e79ecd10734d88;2020-10-13T02_52_21.995Z;2020-10-13 02:52:21; java.lang.StackOverflowError;hw4;gcd;7;hw4Test;testGcdBZero;184
2d1e7e329d49709107b3cc3a54e79ecd10734d88;2020-10-13T15_25_03.640Z;2020-10-13 15:25:03; java.lang.StackOverflowError;hw4;gcd;7;hw4Test;testGcdBZero;184
2d1e7e329d49709107b3cc3a54e79ecd10734d88;2020-10-14T03_11_31.125Z;2020-10-14 03:11:31; java.lang.StackOverflowError;hw4;gcd;7;hw4Test;testGcdBZero;184
2d1e7e329d49709107b3cc3a54e79ecd10734d88;2020-10-15T04_43_08.246Z;2020-10-15 04:43:08; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;74;hw4Test;testSecondLargestFirst;659
2d1e7e329d49709107b3cc3a54e79ecd10734d88;2020-10-15T04_43_08.246Z;2020-10-15 04:43:08; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;74;hw4Test;testSecondLargestLast;707
2d1e7e329d49709107b3cc3a54e79ecd10734d88;2020-10-15T04_43_08.246Z;2020-10-15 04:43:08; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;74;hw4Test;testSecondLargestSame;611
2d1e7e329d49709107b3cc3a54e79ecd10734d88;2020-10-15T04_43_08.246Z;2020-10-15 04:43:08; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;74;hw4Test;testSecondLargestMiddle;755
2d1e7e329d49709107b3cc3a54e79ecd10734d88;2020-10-15T05_12_33.448Z;2020-10-15 05:12:33; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;75;hw4Test;testSecondLargestFirst;659
2d1e7e329d49709107b3cc3a54e79ecd10734d88;2020-10-15T05_12_33.448Z;2020-10-15 05:12:33; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;75;hw4Test;testSecondLargestLast;707
2d1e7e329d49709107b3cc3a54e79ecd10734d88;2020-10-15T05_12_33.448Z;2020-10-15 05:12:33; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;75;hw4Test;testSecondLargestSame;611
2d1e7e329d49709107b3cc3a54e79ecd10734d88;2020-10-15T05_12_33.448Z;2020-10-15 05:12:33; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;75;hw4Test;testSecondLargestMiddle;755
2d8ae2ab222603a73f98853020208a89c7cef84d;2020-10-14T04_02_26.503Z;2020-10-14 04:02:26; java.lang.StringIndexOutOfBoundsException;hw4;howDifferent;178;hw4Test;testMoreSteps;1800
2fcd57e994ce4e99ea705980aa0f47d3307e3ab7;2020-10-15T23_41_48.921Z;2020-10-15 23:41:48; java.lang.StringIndexOutOfBoundsException;hw4;countSubstrings;80;hw4Test;testSubstringMiddle;1752
2fcd57e994ce4e99ea705980aa0f47d3307e3ab7;2020-10-16T00_25_40.537Z;2020-10-16 00:25:40; java.lang.StringIndexOutOfBoundsException;hw4;countSubstrings;108;hw4Test;testSubstringMiddle;1752
2fcd57e994ce4e99ea705980aa0f47d3307e3ab7;2020-10-16T01_09_58.748Z;2020-10-16 01:09:58; java.lang.StringIndexOutOfBoundsException;hw4;countSubstrings;104;hw4Test;testSubstringMiddle;1752
347d33b6e5785dc56109485ce720e361d0a4a675;2020-10-15T01_52_44.160Z;2020-10-15 01:52:44; java.lang.ArithmeticException;hw4;gcd;10;hw4Test;testGcdAZero;137
34be5a53134a4e68dae61bf2fac1ba4c91030569;2020-10-14T23_22_42.170Z;2020-10-14 23:22:42;java.lang.NullPointerException;hw4Test;testSumTo;524;hw4Test;testSumTo;562
34be5a53134a4e68dae61bf2fac1ba4c91030569;2020-10-14T23_22_42.170Z;2020-10-14 23:22:42;java.lang.NullPointerException;hw4Test;testSumToOne;477;hw4Test;testSumToOne;515
34be5a53134a4e68dae61bf2fac1ba4c91030569;2020-10-15T13_55_02.317Z;2020-10-15 13:55:02; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;87;hw4Test;testSecondLargestFirst;659
34be5a53134a4e68dae61bf2fac1ba4c91030569;2020-10-15T13_55_02.317Z;2020-10-15 13:55:02; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;87;hw4Test;testSecondLargestSame;611
34be5a53134a4e68dae61bf2fac1ba4c91030569;2020-10-15T14_27_01.691Z;2020-10-15 14:27:01; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;92;hw4Test;testSecondLargestFirst;659
34be5a53134a4e68dae61bf2fac1ba4c91030569;2020-10-15T14_27_01.691Z;2020-10-15 14:27:01; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;92;hw4Test;testSecondLargestSame;611
34be5a53134a4e68dae61bf2fac1ba4c91030569;2020-10-15T15_54_03.720Z;2020-10-15 15:54:03; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;98;hw4Test;testSecondLargestFirst;659
34be5a53134a4e68dae61bf2fac1ba4c91030569;2020-10-15T15_54_03.720Z;2020-10-15 15:54:03; java.lang.ArrayIndexOutOfBoundsException;hw4;findSecondLargestHelper;98;hw4Test;testSecondLargestSame;611
36e1da1b027e8da8c46ffbb07b0a8d1e7d197a86;2020-10-14T18_54_08.843Z;2020-10-14 18:54:08; java.lang.ArithmeticException;hw4;gcd;15;hw4Test;testGcdAZero;137
36e1da1b027e8da8c46ffbb07b0a8d1e7d197a86;2020-10-14T18_54_08.843Z;2020-10-14 18:54:08; java.lang.ArithmeticException;hw4;gcd;15;;;
36e1da1b027e8da8c46ffbb07b0a8d1e7d197a86;2020-10-14T19_14_18.281Z;2020-10-14 19:14:18; java.lang.ArithmeticException;hw4;gcd;15;hw4Test;testGcdAZero;137
36e1da1b027e8da8c46ffbb07b0a8d1e7d197a86;2020-10-14T19_14_18.281Z;2020-10-14 19:14:18; java.lang.ArithmeticException;hw4;gcd;15;;;
36e1da1b027e8da8c46ffbb07b0a8d1e7d197a86;2020-10-14T19_24_46.158Z;2020-10-14 19:24:46; java.lang.ArithmeticException;hw4;gcd;15;hw4Test;testGcdAZero;137
36e1da1b027e8da8c46ffbb07b0a8d1e7d197a86;2020-10-14T19_24_46.158Z;2020-10-14 19:24:46; java.lang.ArithmeticException;hw4;gcd;15;;;
36e1da1b027e8da8c46ffbb07b0a8d1e7d197a86;2020-10-15T05_30_58.652Z;2020-10-15 05:30:58; java.lang.ArithmeticException;hw4;gcd;15;hw4Test;testGcdAZero;137
36e1da1b027e8da8c46ffbb07b0a8d1e7d197a86;2020-10-15T05_30_58.652Z;2020-10-15 05:30:58; java.lang.ArithmeticException;hw4;gcd;15;;;
